protocol,flow_duration,total_forward_packets,total_backward_packets,total_forward_packets_length,total_backward_packets_length,forward_packet_length_mean,backward_packet_length_mean,forward_packets_per_second,backward_packets_per_second,forward_iat_mean,backward_iat_mean,flow_iat_mean,flow_packets_per_seconds,flow_bytes_per_seconds,label
17,120,2,0,2652,0,1326,0,16666.66667,0,120,0,120,16666.66667,22100000,DrDoS_DNS
17,1,2,0,512,0,256,0,2000000,0,1,0,1,2000000,512000000,DrDoS_DNS
17,225,2,0,512,0,256,0,8888.888889,0,225,0,225,8888.888889,2275555.556,DrDoS_DNS
17,19382,200,0,88000,0,440,0,10318.85254,0,97.39698492,0,97.39698492,10318.85254,4540295.119,DrDoS_DNS
17,45,2,0,1116,0,558,0,44444.44444,0,45,0,45,44444.44444,24800000,DrDoS_DNS
17,47,2,0,724,0,362,0,42553.19149,0,47,0,47,42553.19149,15404255.32,DrDoS_DNS
17,99685,194,0,84928,0,437.7731959,0,1946.13031,0,516.5025907,0,516.5025907,1946.13031,851963.6856,DrDoS_DNS
17,26351,150,0,65424,0,436.16,0,5692.383591,0,176.852349,0,176.852349,5692.383591,2482790.027,DrDoS_DNS
17,249,2,0,2848,0,1424,0,8032.128514,0,249,0,249,8032.128514,11437751,DrDoS_DNS
17,47,2,0,62,0,31,0,42553.19149,0,47,0,47,42553.19149,1319148.936,DrDoS_DNS
17,41,2,0,1694,0,847,0,48780.4878,0,41,0,41,48780.4878,41317073.17,DrDoS_DNS
17,27761,200,0,88000,0,440,0,7204.351428,0,139.5025126,0,139.5025126,7204.351428,3169914.628,DrDoS_DNS
17,50,2,0,2656,0,1328,0,40000,0,50,0,50,40000,53120000,DrDoS_DNS
17,6,2,0,1490,0,745,0,333333.3333,0,6,0,6,333333.3333,248333333.3,DrDoS_DNS
17,8228,6,0,8832,0,1472,0,729.2173068,0,1645.6,0,1645.6,729.2173068,1073407.876,DrDoS_DNS
17,10,2,0,2400,0,1200,0,200000,0,10,0,10,200000,240000000,DrDoS_DNS
17,49,2,0,2878,0,1439,0,40816.32653,0,49,0,49,40816.32653,58734693.88,DrDoS_DNS
17,1,2,0,2456,0,1228,0,2000000,0,1,0,1,2000000,2456000000,DrDoS_DNS
17,2,2,0,2488,0,1244,0,1000000,0,2,0,2,1000000,1244000000,DrDoS_DNS
17,1,2,0,2672,0,1336,0,2000000,0,1,0,1,2000000,2672000000,DrDoS_DNS
17,222,2,0,544,0,272,0,9009.009009,0,222,0,222,9009.009009,2450450.45,DrDoS_DNS
17,35842,200,0,88000,0,440,0,5580.045756,0,180.1105528,0,180.1105528,5580.045756,2455220.133,DrDoS_DNS
17,7,2,0,498,0,249,0,285714.2857,0,7,0,7,285714.2857,71142857.14,DrDoS_DNS
17,233,2,0,2688,0,1344,0,8583.690987,0,233,0,233,8583.690987,11536480.69,DrDoS_DNS
17,29532,170,0,74800,0,440,0,5756.467561,0,174.7455621,0,174.7455621,5756.467561,2532845.727,DrDoS_DNS
17,30400,200,0,88000,0,440,0,6578.947368,0,152.7638191,0,152.7638191,6578.947368,2894736.842,DrDoS_DNS
17,45,2,0,1468,0,734,0,44444.44444,0,45,0,45,44444.44444,32622222.22,DrDoS_DNS
17,224,2,0,948,0,474,0,8928.571429,0,224,0,224,8928.571429,4232142.857,DrDoS_DNS
17,1,2,0,570,0,285,0,2000000,0,1,0,1,2000000,570000000,DrDoS_DNS
17,500,4,0,5888,0,1472,0,8000,0,166.6666667,0,166.6666667,8000,11776000,DrDoS_DNS
17,31400,178,0,77888,0,437.5730337,0,5668.789809,0,177.4011299,0,177.4011299,5668.789809,2480509.554,DrDoS_DNS
17,30366,200,0,88000,0,440,0,6586.31364,0,152.5929648,0,152.5929648,6586.31364,2897978.002,DrDoS_DNS
17,61745,200,0,88000,0,440,0,3239.128674,0,310.2763819,0,310.2763819,3239.128674,1425216.617,DrDoS_DNS
17,594,4,0,4120,0,1030,0,6734.006734,0,198,0,198,6734.006734,6936026.936,DrDoS_DNS
17,44,2,0,1408,0,704,0,45454.54545,0,44,0,44,45454.54545,32000000,DrDoS_DNS
17,11,2,0,176,0,88,0,181818.1818,0,11,0,11,181818.1818,16000000,DrDoS_DNS
17,53,2,0,414,0,207,0,37735.84906,0,53,0,53,37735.84906,7811320.755,DrDoS_DNS
17,123,2,0,2896,0,1448,0,16260.1626,0,123,0,123,16260.1626,23544715.45,DrDoS_DNS
17,48,2,0,2640,0,1320,0,41666.66667,0,48,0,48,41666.66667,55000000,DrDoS_DNS
17,49,2,0,1354,0,677,0,40816.32653,0,49,0,49,40816.32653,27632653.06,DrDoS_DNS
17,132,2,0,1370,0,685,0,15151.51515,0,132,0,132,15151.51515,10378787.88,DrDoS_DNS
17,28841,200,0,88000,0,440,0,6934.57231,0,144.9296482,0,144.9296482,6934.57231,3051211.817,DrDoS_DNS
17,307,4,0,5888,0,1472,0,13029.31596,0,102.3333333,0,102.3333333,13029.31596,19179153.09,DrDoS_DNS
17,344,4,0,1320,0,330,0,11627.90698,0,114.6666667,0,114.6666667,11627.90698,3837209.302,DrDoS_DNS
17,4,2,0,776,0,388,0,500000,0,4,0,4,500000,194000000,DrDoS_DNS
17,48,2,0,208,0,104,0,41666.66667,0,48,0,48,41666.66667,4333333.333,DrDoS_DNS
17,70827,200,0,88000,0,440,0,2823.781891,0,355.9145729,0,355.9145729,2823.781891,1242464.032,DrDoS_DNS
17,20554,200,0,88000,0,440,0,9730.466089,0,103.2864322,0,103.2864322,9730.466089,4281405.079,DrDoS_DNS
17,15,2,0,736,0,368,0,133333.3333,0,15,0,15,133333.3333,49066666.67,DrDoS_DNS
17,71,2,0,70,0,35,0,28169.01408,0,71,0,71,28169.01408,985915.493,DrDoS_DNS
17,15,2,0,2342,0,1171,0,133333.3333,0,15,0,15,133333.3333,156133333.3,DrDoS_DNS
17,51,2,0,48,0,24,0,39215.68627,0,51,0,51,39215.68627,941176.4706,DrDoS_DNS
17,54,2,0,936,0,468,0,37037.03704,0,54,0,54,37037.03704,17333333.33,DrDoS_DNS
17,3,2,0,2136,0,1068,0,666666.6667,0,3,0,3,666666.6667,712000000,DrDoS_DNS
17,215,2,0,2480,0,1240,0,9302.325581,0,215,0,215,9302.325581,11534883.72,DrDoS_DNS
17,208,2,0,2494,0,1247,0,9615.384615,0,208,0,208,9615.384615,11990384.62,DrDoS_DNS
17,49,2,0,1124,0,562,0,40816.32653,0,49,0,49,40816.32653,22938775.51,DrDoS_DNS
17,302,2,0,2944,0,1472,0,6622.516556,0,302,0,302,6622.516556,9748344.371,DrDoS_DNS
17,46,2,0,2632,0,1316,0,43478.26087,0,46,0,46,43478.26087,57217391.3,DrDoS_DNS
17,18320,200,0,88000,0,440,0,10917.03057,0,92.06030151,0,92.06030151,10917.03057,4803493.45,DrDoS_DNS
17,7,2,0,84,0,42,0,285714.2857,0,7,0,7,285714.2857,12000000,DrDoS_DNS
17,3,2,0,1556,0,778,0,666666.6667,0,3,0,3,666666.6667,518666666.7,DrDoS_DNS
17,51,2,0,1506,0,753,0,39215.68627,0,51,0,51,39215.68627,29529411.76,DrDoS_DNS
17,1,2,0,1262,0,631,0,2000000,0,1,0,1,2000000,1262000000,DrDoS_DNS
17,297984,200,0,88000,0,440,0,671.1769759,0,1497.407035,0,1497.407035,671.1769759,295317.8694,DrDoS_DNS
17,29729,174,0,76272,0,438.3448276,0,5852.870934,0,171.8439306,0,171.8439306,5852.870934,2565575.7,DrDoS_DNS
17,227793,200,0,88000,0,440,0,877.9901051,0,1144.688442,0,1144.688442,877.9901051,386315.6462,DrDoS_DNS
17,254,2,0,2848,0,1424,0,7874.015748,0,254,0,254,7874.015748,11212598.43,DrDoS_DNS
17,47,2,0,2648,0,1324,0,42553.19149,0,47,0,47,42553.19149,56340425.53,DrDoS_DNS
17,280163,150,0,65424,0,436.16,0,535.4026049,0,1880.288591,0,1880.288591,535.4026049,233521.2002,DrDoS_DNS
17,3,2,0,2468,0,1234,0,666666.6667,0,3,0,3,666666.6667,822666666.7,DrDoS_DNS
17,564,6,0,8832,0,1472,0,10638.29787,0,112.8,0,112.8,10638.29787,15659574.47,DrDoS_DNS
17,9,2,0,1070,0,535,0,222222.2222,0,9,0,9,222222.2222,118888888.9,DrDoS_DNS
17,48,2,0,2790,0,1395,0,41666.66667,0,48,0,48,41666.66667,58125000,DrDoS_DNS
17,45,2,0,520,0,260,0,44444.44444,0,45,0,45,44444.44444,11555555.56,DrDoS_DNS
17,231,2,0,2848,0,1424,0,8658.008658,0,231,0,231,8658.008658,12329004.33,DrDoS_DNS
17,1472,10,0,4400,0,440,0,6793.478261,0,163.5555556,0,163.5555556,6793.478261,2989130.435,DrDoS_DNS
17,7,2,0,2896,0,1448,0,285714.2857,0,7,0,7,285714.2857,413714285.7,DrDoS_DNS
17,49,2,0,1240,0,620,0,40816.32653,0,49,0,49,40816.32653,25306122.45,DrDoS_DNS
17,9,2,0,542,0,271,0,222222.2222,0,9,0,9,222222.2222,60222222.22,DrDoS_DNS
17,59589,200,0,88000,0,440,0,3356.324154,0,299.4422111,0,299.4422111,3356.324154,1476782.628,DrDoS_DNS
17,48,2,0,2412,0,1206,0,41666.66667,0,48,0,48,41666.66667,50250000,DrDoS_DNS
17,72627,2,2,62,118,31,59,27.53796797,27.53796797,2,3,24209,55.07593595,2478.417118,DrDoS_DNS
17,32795,158,0,69232,0,438.1772152,0,4817.807593,0,208.8853503,0,208.8853503,4817.807593,2111053.514,DrDoS_DNS
17,227340,200,0,88000,0,440,0,879.7395971,0,1142.41206,0,1142.41206,879.7395971,387085.4227,DrDoS_DNS
17,32357,174,0,75984,0,436.6896552,0,5377.507185,0,187.0346821,0,187.0346821,5377.507185,2348301.759,DrDoS_DNS
17,7,2,0,2498,0,1249,0,285714.2857,0,7,0,7,285714.2857,356857142.9,DrDoS_DNS
17,1,2,0,2812,0,1406,0,2000000,0,1,0,1,2000000,2812000000,DrDoS_DNS
17,12,2,0,1012,0,506,0,166666.6667,0,12,0,12,166666.6667,84333333.33,DrDoS_DNS
17,53845,200,0,88000,0,440,0,3714.365308,0,270.5778894,0,270.5778894,3714.365308,1634320.735,DrDoS_DNS
17,64275,4,0,2996,0,749,0,62.23259432,0,21425,0,21425,62.23259432,46612.21315,DrDoS_DNS
17,42,2,0,1334,0,667,0,47619.04762,0,42,0,42,47619.04762,31761904.76,DrDoS_DNS
17,49,2,0,638,0,319,0,40816.32653,0,49,0,49,40816.32653,13020408.16,DrDoS_DNS
17,46,2,0,2852,0,1426,0,43478.26087,0,46,0,46,43478.26087,62000000,DrDoS_DNS
17,43,2,0,1046,0,523,0,46511.62791,0,43,0,43,46511.62791,24325581.4,DrDoS_DNS
17,9,2,0,504,0,252,0,222222.2222,0,9,0,9,222222.2222,56000000,DrDoS_DNS
17,118187,200,0,88000,0,440,0,1692.233494,0,593.9045226,0,593.9045226,1692.233494,744582.7375,DrDoS_DNS
17,7,2,0,280,0,140,0,285714.2857,0,7,0,7,285714.2857,40000000,DrDoS_DNS
17,210,2,0,1176,0,588,0,9523.809524,0,210,0,210,9523.809524,5600000,DrDoS_DNS
17,19938,200,0,88000,0,440,0,10031.0964,0,100.1909548,0,100.1909548,10031.0964,4413682.415,DrDoS_DNS
17,20676,2,2,72,224,36,112,96.7305088,96.7305088,1,1,6892,193.4610176,14316.1153,DrDoS_DNS
17,307921,170,0,74800,0,440,0,552.0896594,0,1822.017751,0,1822.017751,552.0896594,242919.4501,DrDoS_DNS
17,80,2,0,202,0,101,0,25000,0,80,0,80,25000,2525000,DrDoS_DNS
17,197,2,0,174,0,87,0,10152.28426,0,197,0,197,10152.28426,883248.731,DrDoS_DNS
17,47,2,0,1778,0,889,0,42553.19149,0,47,0,47,42553.19149,37829787.23,DrDoS_DNS
17,243,2,0,1008,0,504,0,8230.452675,0,243,0,243,8230.452675,4148148.148,DrDoS_DNS
17,222533,200,0,87280,0,436.4,0,898.7431078,0,1118.256281,0,1118.256281,898.7431078,392211.4922,DrDoS_DNS
17,51,2,0,2692,0,1346,0,39215.68627,0,51,0,51,39215.68627,52784313.73,DrDoS_DNS
17,7328,48,0,21120,0,440,0,6550.218341,0,155.9148936,0,155.9148936,6550.218341,2882096.07,DrDoS_DNS
17,1,2,0,86,0,43,0,2000000,0,1,0,1,2000000,86000000,DrDoS_DNS
17,19989,200,0,88000,0,440,0,10005.50303,0,100.4472362,0,100.4472362,10005.50303,4402421.332,DrDoS_DNS
17,48,2,0,2062,0,1031,0,41666.66667,0,48,0,48,41666.66667,42958333.33,DrDoS_DNS
17,29,2,0,602,0,301,0,68965.51724,0,29,0,29,68965.51724,20758620.69,DrDoS_DNS
17,4,2,0,710,0,355,0,500000,0,4,0,4,500000,177500000,DrDoS_DNS
17,30176,174,0,76272,0,438.3448276,0,5766.171792,0,174.4277457,0,174.4277457,5766.171792,2527571.58,DrDoS_DNS
17,111393,200,0,87280,0,436.4,0,1795.444956,0,559.7638191,0,559.7638191,1795.444956,783532.1789,DrDoS_DNS
17,151216,200,0,88000,0,440,0,1322.611364,0,759.879397,0,759.879397,1322.611364,581949.0001,DrDoS_DNS
17,214808,200,0,88000,0,440,0,931.06402,0,1079.437186,0,1079.437186,931.06402,409668.1688,DrDoS_DNS
17,1068,4,0,5856,0,1464,0,3745.318352,0,356,0,356,3745.318352,5483146.067,DrDoS_DNS
17,2569,8,0,11776,0,1472,0,3114.05216,0,367,0,367,3114.05216,4583884.78,DrDoS_DNS
17,46,2,0,2710,0,1355,0,43478.26087,0,46,0,46,43478.26087,58913043.48,DrDoS_DNS
17,36062,200,0,88000,0,440,0,5546.004104,0,181.2160804,0,181.2160804,5546.004104,2440241.806,DrDoS_DNS
17,238,2,0,2752,0,1376,0,8403.361345,0,238,0,238,8403.361345,11563025.21,DrDoS_DNS
17,5,2,0,280,0,140,0,400000,0,5,0,5,400000,56000000,DrDoS_DNS
17,28869,200,0,88000,0,440,0,6927.846479,0,145.0703518,0,145.0703518,6927.846479,3048252.451,DrDoS_DNS
17,26524,150,0,65424,0,436.16,0,5655.255618,0,178.0134228,0,178.0134228,5655.255618,2466596.29,DrDoS_DNS
17,48,2,0,288,0,144,0,41666.66667,0,48,0,48,41666.66667,6000000,DrDoS_DNS
17,1028,4,0,5888,0,1472,0,3891.050584,0,342.6666667,0,342.6666667,3891.050584,5727626.459,DrDoS_DNS
17,53,2,0,1334,0,667,0,37735.84906,0,53,0,53,37735.84906,25169811.32,DrDoS_DNS
17,5,2,0,558,0,279,0,400000,0,5,0,5,400000,111600000,DrDoS_DNS
17,242,2,0,1328,0,664,0,8264.46281,0,242,0,242,8264.46281,5487603.306,DrDoS_DNS
17,38152,200,0,88000,0,440,0,5242.189138,0,191.718593,0,191.718593,5242.189138,2306563.221,DrDoS_DNS
17,48,2,0,1934,0,967,0,41666.66667,0,48,0,48,41666.66667,40291666.67,DrDoS_DNS
17,2,2,0,1408,0,704,0,1000000,0,2,0,2,1000000,704000000,DrDoS_DNS
17,36,2,0,2944,0,1472,0,55555.55556,0,36,0,36,55555.55556,81777777.78,DrDoS_DNS
17,154508,200,0,88000,0,440,0,1294.431356,0,776.4221106,0,776.4221106,1294.431356,569549.7968,DrDoS_DNS
17,20581,2,2,74,186,37,93,97.17700792,97.17700792,3,3,6860.333333,194.3540158,12633.01103,DrDoS_DNS
17,49,2,0,886,0,443,0,40816.32653,0,49,0,49,40816.32653,18081632.65,DrDoS_DNS
17,51,2,0,2814,0,1407,0,39215.68627,0,51,0,51,39215.68627,55176470.59,DrDoS_DNS
17,1,2,0,1028,0,514,0,2000000,0,1,0,1,2000000,1028000000,DrDoS_DNS
17,47,2,0,1486,0,743,0,42553.19149,0,47,0,47,42553.19149,31617021.28,DrDoS_DNS
17,2,2,0,482,0,241,0,1000000,0,2,0,2,1000000,241000000,DrDoS_DNS
17,228,2,0,992,0,496,0,8771.929825,0,228,0,228,8771.929825,4350877.193,DrDoS_DNS
17,14563,4,0,5856,0,1464,0,274.6686809,0,4854.333333,0,4854.333333,274.6686809,402114.9488,DrDoS_DNS
17,20709,2,2,90,122,45,61,96.57636776,96.57636776,3,3,6903,193.1527355,10237.09498,DrDoS_DNS
17,43174,200,0,87280,0,436.4,0,4632.417659,0,216.9547739,0,216.9547739,4632.417659,2021587.066,DrDoS_DNS
17,29686,200,0,88000,0,440,0,6737.18251,0,149.1758794,0,149.1758794,6737.18251,2964360.305,DrDoS_DNS
17,208,2,0,1246,0,623,0,9615.384615,0,208,0,208,9615.384615,5990384.615,DrDoS_DNS
17,28441,170,0,74800,0,440,0,5977.286312,0,168.2899408,0,168.2899408,5977.286312,2630005.977,DrDoS_DNS
17,61,2,0,1246,0,623,0,32786.88525,0,61,0,61,32786.88525,20426229.51,DrDoS_DNS
17,29515,170,0,74800,0,440,0,5759.783161,0,174.6449704,0,174.6449704,5759.783161,2534304.591,DrDoS_DNS
17,897,4,0,5888,0,1472,0,4459.308807,0,299,0,299,4459.308807,6564102.564,DrDoS_DNS
17,220,2,0,854,0,427,0,9090.909091,0,220,0,220,9090.909091,3881818.182,DrDoS_DNS
17,246,2,0,1334,0,667,0,8130.081301,0,246,0,246,8130.081301,5422764.228,DrDoS_DNS
17,124,4,0,5888,0,1472,0,32258.06452,0,41.33333333,0,41.33333333,32258.06452,47483870.97,DrDoS_DNS
17,21286,194,0,84928,0,437.7731959,0,9113.971625,0,110.2901554,0,110.2901554,9113.971625,3989852.485,DrDoS_DNS
17,24210,150,0,65424,0,436.16,0,6195.786865,0,162.4832215,0,162.4832215,6195.786865,2702354.399,DrDoS_DNS
17,7607,10,0,14720,0,1472,0,1314.578678,0,845.2222222,0,845.2222222,1314.578678,1935059.813,DrDoS_DNS
17,20742,2,2,92,252,46,126,96.42271719,96.42271719,3,1,6914,192.8454344,16584.70736,DrDoS_DNS
17,48842,200,0,88000,0,440,0,4094.836411,0,245.4371859,0,245.4371859,4094.836411,1801728.021,DrDoS_DNS
17,46,2,0,1046,0,523,0,43478.26087,0,46,0,46,43478.26087,22739130.43,DrDoS_DNS
17,33,2,0,1370,0,685,0,60606.06061,0,33,0,33,60606.06061,41515151.52,DrDoS_DNS
17,46,2,0,1476,0,738,0,43478.26087,0,46,0,46,43478.26087,32086956.52,DrDoS_DNS
17,6,2,0,2852,0,1426,0,333333.3333,0,6,0,6,333333.3333,475333333.3,DrDoS_DNS
17,1,2,0,1856,0,928,0,2000000,0,1,0,1,2000000,1856000000,DrDoS_DNS
17,30799,200,0,88000,0,440,0,6493.717328,0,154.7688442,0,154.7688442,6493.717328,2857235.625,DrDoS_DNS
17,58527,200,0,88000,0,440,0,3417.226237,0,294.1055276,0,294.1055276,3417.226237,1503579.544,DrDoS_DNS
17,85,2,0,2864,0,1432,0,23529.41176,0,85,0,85,23529.41176,33694117.65,DrDoS_DNS
17,44,2,0,1122,0,561,0,45454.54545,0,44,0,44,45454.54545,25500000,DrDoS_DNS
17,17948,200,0,88000,0,440,0,11143.30287,0,90.19095477,0,90.19095477,11143.30287,4903053.265,DrDoS_DNS
17,25907,150,0,65424,0,436.16,0,5789.940943,0,173.8724832,0,173.8724832,5789.940943,2525340.642,DrDoS_DNS
17,44,2,0,1024,0,512,0,45454.54545,0,44,0,44,45454.54545,23272727.27,DrDoS_DNS
17,27409,170,0,74800,0,440,0,6202.342296,0,162.183432,0,162.183432,6202.342296,2729030.61,DrDoS_DNS
17,51,2,0,2930,0,1465,0,39215.68627,0,51,0,51,39215.68627,57450980.39,DrDoS_DNS
17,46,2,0,856,0,428,0,43478.26087,0,46,0,46,43478.26087,18608695.65,DrDoS_DNS
17,28568,200,0,88000,0,440,0,7000.840101,0,143.5577889,0,143.5577889,7000.840101,3080369.644,DrDoS_DNS
17,50,2,0,2544,0,1272,0,40000,0,50,0,50,40000,50880000,DrDoS_DNS
17,28914,200,0,88000,0,440,0,6917.064398,0,145.2964824,0,145.2964824,6917.064398,3043508.335,DrDoS_DNS
17,245,2,0,820,0,410,0,8163.265306,0,245,0,245,8163.265306,3346938.776,DrDoS_DNS
17,211956,200,0,88000,0,440,0,943.5920663,0,1065.105528,0,1065.105528,943.5920663,415180.5092,DrDoS_DNS
